Wall time,Step,Value
1694450277.3343937,6,0.3926886022090912
1694450277.4089372,7,0.40252771973609924
1694450277.9049969,12,0.47749659419059753
1694450278.2787743,15,0.44620415568351746
1694450278.418164,16,0.48349836468696594
1694450278.7387178,19,0.4572918713092804
1694450278.94338,21,0.4601867198944092
1694450279.4994977,25,0.3868255317211151
1694450280.774384,37,0.4734306335449219
1694450281.2926087,41,0.4557168185710907
1694450281.5765734,43,0.5109280347824097
1694450281.786193,45,0.40102630853652954
1694450282.0024397,46,0.39018726348876953
1694450282.4483643,48,0.40378251671791077
1694450283.2781386,54,0.4823901355266571
1694450283.3523805,55,0.44889649748802185
1694450283.4984674,56,0.41752368211746216
1694450283.6198518,57,0.4775182604789734
1694450283.7697113,58,0.38863587379455566
1694450284.6548097,66,0.46616512537002563
1694450285.0165365,69,0.4701671600341797
1694450285.3600743,72,0.42651063203811646
1694450285.4939451,73,0.4489850401878357
1694450285.6427288,74,0.4642362892627716
1694450285.7323627,75,0.41484126448631287
1694450286.4297848,80,0.4777635633945465
1694450287.5406759,88,0.43592485785484314
1694450287.6345038,89,0.42338499426841736
1694450288.7579463,95,0.4433598518371582
1694450290.4194481,103,0.46931159496307373
1694450290.8295922,106,0.4438551366329193
1694450290.957941,107,0.4632706344127655
1694450292.4384782,114,0.4961044192314148
1694450292.9483285,117,0.4558424651622772
1694450293.3404338,119,0.4405001699924469
1694450294.857397,127,0.42125654220581055
1694450295.2896855,130,0.42151033878326416
1694450295.4309397,131,0.4374297857284546
1694450297.2056978,140,0.4343881607055664
1694450297.6300874,142,0.4494096636772156
1694450297.835206,143,0.4358605146408081
1694450298.057585,144,0.43218088150024414
1694450299.484075,151,0.43667635321617126
1694450300.4159398,156,0.4226345419883728
1694450301.0817502,158,0.4120927155017853
1694450301.2388341,159,0.4287775158882141
1694450301.8945682,163,0.4495897889137268
1694450303.0474508,168,0.4552052319049835
1694450303.3204992,169,0.45232442021369934
1694450304.0270123,172,0.4211621582508087
1694450305.9215016,178,0.46159589290618896
1694450306.0559297,179,0.43892472982406616
1694450306.4096918,181,0.4598480463027954
1694450306.9696183,184,0.4226340651512146
1694450307.3478625,186,0.4625305235385895
1694450307.5152962,187,0.4314177334308624
1694450307.8351374,189,0.467903733253479
1694450308.2070878,191,0.41841623187065125
1694450308.3815455,192,0.4771932363510132
1694450310.1255088,199,0.4592718780040741
1694450311.6666214,207,0.45028653740882874
1694450311.916057,208,0.41730496287345886
1694450312.1195157,209,0.44439756870269775
1694450313.1879177,213,0.4640888571739197
1694450315.9970334,223,0.43079686164855957
1694450316.1901631,224,0.4171319603919983
1694450316.6924458,226,0.4550127387046814
1694450317.6352084,230,0.4940532445907593
1694450318.4912086,233,0.43624961376190186
1694450318.8400333,234,0.4355682134628296
1694450318.9960158,235,0.4532582461833954
1694450319.6988773,238,0.4315311312675476
1694450322.8473287,250,0.4563237428665161
1694450324.3933742,256,0.42532268166542053
1694450325.21121,259,0.43915265798568726
1694450325.651078,261,0.4600159525871277
1694450325.921354,262,0.4479076564311981
1694450326.2575638,264,0.4277416467666626
1694450327.3161294,268,0.44835546612739563
1694450328.140999,272,0.44621825218200684
1694450328.7161229,274,0.4232512414455414
1694450329.6182725,279,0.46509113907814026
1694450333.375454,293,0.4782031774520874
1694450334.7050142,298,0.47580307722091675
1694450334.8950744,299,0.43499553203582764
1694450336.225098,303,0.4584904909133911
1694450336.4524632,304,0.45802009105682373
1694450337.5201573,308,0.46500465273857117
1694450337.7505295,309,0.4423427879810333
1694450338.2862215,311,0.46440109610557556
1694450339.1167085,314,0.43113136291503906
1694450340.3999453,319,0.44567716121673584
1694450340.564578,320,0.4360423982143402
1694450340.6769185,321,0.43219634890556335
1694450341.7947574,326,0.4568817913532257
1694450342.059651,327,0.4744090735912323
1694450342.2206142,328,0.43242546916007996
1694450343.181392,331,0.4120802581310272
1694450345.8600354,340,0.43034473061561584
1694450346.6602347,342,0.4007595181465149
1694450347.929556,348,0.45494717359542847
1694450350.1147666,354,0.42920321226119995
1694450350.4096565,355,0.4202219843864441
1694450352.1618469,361,0.450471967458725
1694450353.3188658,364,0.43370696902275085
1694450354.78136,368,0.4441966414451599
1694450356.0694695,372,0.4718877971172333
1694450356.839957,374,0.4162731468677521
1694450358.8230166,378,0.5164231657981873
1694450359.1016328,379,0.4060010313987732
1694450359.3397565,380,0.4481631815433502
1694450360.3891156,382,0.5211461186408997
1694450362.1795175,387,0.4750341773033142
1694450363.612328,392,0.4408244788646698
1694450364.099876,393,0.4414532780647278
1694450364.3811903,394,0.45831212401390076
1694450369.0047123,409,0.44563648104667664
1694450372.0429168,416,0.49253755807876587
1694450374.4876423,422,0.47004374861717224
1694450374.901477,423,0.45006677508354187
1694450375.5991995,425,0.4138525724411011
1694450376.4165866,427,0.4673849046230316
1694450378.2273986,431,0.4437102675437927
1694450382.8201,440,0.47473666071891785
1694450383.8412285,442,0.4720686674118042
1694450384.3148453,443,0.42834576964378357
1694450385.459918,446,0.45808863639831543
1694450389.13154,452,0.4322032928466797
1694450393.6488528,460,0.45583847165107727
1694450394.6206913,461,0.4862942695617676
1694450395.6420424,464,0.43931007385253906
1694450396.247439,465,0.5130480527877808
1694450401.4484618,474,0.3761790990829468
1694450402.045841,475,0.4597426950931549
1694450407.928362,486,0.46166571974754333
1694450410.163032,489,0.4438055455684662
1694450410.8010416,490,0.47362998127937317
1694450411.756392,492,0.48169270157814026
1694450412.861205,494,0.46356984972953796
