Wall time,Step,Value
1694574894.469441,6,0.4440558850765228
1694574894.5300941,7,0.4309491515159607
1694574895.076353,12,0.4342447519302368
1694574895.4392722,15,0.44426870346069336
1694574895.5428326,16,0.4525584876537323
1694574895.8204463,19,0.43242743611335754
1694574896.0307376,21,0.43642327189445496
1694574896.4244494,25,0.4230871796607971
1694574897.7561126,37,0.4283197820186615
1694574898.2752495,41,0.44793030619621277
1694574898.4396477,43,0.43562182784080505
1694574898.7301319,45,0.4480050206184387
1694574898.8179905,46,0.4158034920692444
1694574898.974695,48,0.4354892075061798
1694574899.5816145,54,0.4492681920528412
1694574899.8794146,55,0.4532962739467621
1694574899.994372,56,0.4138757288455963
1694574900.0989234,57,0.4316253662109375
1694574900.156881,58,0.4225611686706543
1694574900.8650465,66,0.4153561294078827
1694574901.3376012,69,0.4615764617919922
1694574901.5788717,72,0.42552298307418823
1694574901.7074034,73,0.46104899048805237
1694574901.7781203,74,0.43348169326782227
1694574902.0257986,75,0.43541014194488525
1694574902.7771115,80,0.43116116523742676
1694574903.6817403,88,0.4496898651123047
1694574903.8232079,89,0.4520096480846405
1694574904.3532162,95,0.4436595141887665
1694574905.284176,103,0.44850948452949524
1694574905.557367,106,0.436816543340683
1694574905.6718569,107,0.45328181982040405
1694574906.4218743,114,0.441001296043396
1694574906.931021,117,0.4530436396598816
1694574907.0920012,119,0.4283182621002197
1694574908.1375642,127,0.44289207458496094
1694574908.6606545,130,0.4649050235748291
1694574908.7245238,131,0.427127480506897
1694574909.703626,140,0.4446570873260498
1694574909.8872776,142,0.4263598918914795
1694574910.0072985,143,0.4420938789844513
1694574910.0921402,144,0.4274669885635376
1694574911.0125005,151,0.4554120600223541
1694574911.448056,156,0.43796736001968384
1694574911.7144473,158,0.44545304775238037
1694574911.8062494,159,0.4410307705402374
1694574912.5215313,163,0.4543316662311554
1694574913.1383915,168,0.4462639391422272
1694574913.2899423,169,0.45488545298576355
1694574913.6039028,172,0.43504515290260315
1694574914.5379424,178,0.45083087682724
1694574914.734388,179,0.45076122879981995
1694574915.012795,181,0.4557444751262665
1694574915.3486044,184,0.43171805143356323
1694574915.5531447,186,0.42788195610046387
1694574915.7133734,187,0.4555007517337799
1694574915.9433343,189,0.44070056080818176
1694574916.3226671,191,0.4579660892486572
1694574916.4837737,192,0.45231276750564575
1694574917.307809,199,0.4335685968399048
1694574918.3909383,207,0.4327865540981293
1694574918.492664,208,0.45113617181777954
1694574918.6407135,209,0.4418998658657074
1694574919.5439813,213,0.45513272285461426
1694574920.6526637,223,0.4365842342376709
1694574920.839267,224,0.45226097106933594
1694574921.056961,226,0.43829530477523804
1694574921.600019,230,0.4612119495868683
1694574921.9890196,233,0.4318278133869171
1694574922.082537,234,0.4298858940601349
1694574922.2654757,235,0.4426393210887909
1694574922.7285938,238,0.4562316834926605
1694574924.1280599,250,0.44490867853164673
1694574925.1535559,256,0.4473102390766144
1694574925.5465238,259,0.45140641927719116
1694574925.8354714,261,0.43383127450942993
1694574926.1069264,262,0.4556165039539337
1694574926.4623017,264,0.45577555894851685
1694574926.886428,268,0.4485064744949341
1694574927.538306,272,0.4553384780883789
1694574927.820092,274,0.43633028864860535
1694574928.4406404,279,0.44225940108299255
1694574930.2136323,293,0.4337563216686249
1694574930.8654854,298,0.45755735039711
1694574930.9696903,299,0.434908002614975
1694574931.4849668,303,0.45424914360046387
1694574931.644567,304,0.44224315881729126
1694574932.2631128,308,0.4414080083370209
1694574932.40589,309,0.4584512412548065
1694574932.7060878,311,0.4538733959197998
1694574933.0090783,314,0.4422939419746399
1694574933.712922,319,0.4256303012371063
1694574933.8125606,320,0.439071923494339
1694574933.9472537,321,0.4489366412162781
1694574934.743622,326,0.44407978653907776
1694574934.8757896,327,0.440493643283844
1694574935.0316772,328,0.4529675245285034
1694574935.4860742,331,0.445239782333374
1694574936.6259792,340,0.4469783306121826
1694574936.9395087,342,0.44275155663490295
1694574937.834648,348,0.44731852412223816
1694574939.140198,354,0.45288968086242676
1694574939.2660427,355,0.4447346329689026
1694574940.1886406,361,0.44603246450424194
1694574940.664158,364,0.44233617186546326
1694574941.16867,368,0.4452417194843292
1694574941.8328507,372,0.4502270221710205
1694574942.0551686,374,0.45725518465042114
1694574942.5652332,378,0.4416002035140991
1694574942.6731708,379,0.43533632159233093
1694574942.8368604,380,0.4431234300136566
1694574943.099271,382,0.4429253935813904
1694574943.8433442,387,0.43521690368652344
1694574944.6051517,392,0.43937012553215027
1694574944.8027477,393,0.45017436146736145
1694574944.9659584,394,0.4424089193344116
1694574947.2125394,409,0.45325273275375366
1694574948.1378522,416,0.4398035705089569
1694574949.127925,422,0.43574655055999756
1694574949.1955326,423,0.4349989593029022
1694574949.4793022,425,0.4498075246810913
1694574949.6828082,427,0.436353474855423
1694574950.1411338,431,0.43176186084747314
1694574951.5617616,440,0.4241776764392853
1694574951.936768,442,0.4559231102466583
1694574952.1120527,443,0.4404957890510559
1694574952.6455634,446,0.4605846107006073
1694574953.8377783,452,0.43625345826148987
1694574954.8872526,460,0.42741063237190247
1694574955.1111448,461,0.4572407007217407
1694574955.5929437,464,0.4627336859703064
1694574955.699879,465,0.4230769872665405
1694574957.6324744,474,0.45417922735214233
1694574957.7386537,475,0.43323272466659546
1694574959.395414,486,0.45338237285614014
1694574959.8419573,489,0.45645347237586975
1694574959.9327114,490,0.41894567012786865
1694574960.2410996,492,0.4444722831249237
1694574960.4034438,494,0.4393402338027954
1694574962.6048007,508,0.4647859036922455
1694574963.35319,513,0.4368899464607239
1694574963.8925724,515,0.44177156686782837
1694574964.243408,518,0.46598660945892334
1694574964.5451856,520,0.4435388743877411
1694574965.3854866,525,0.4642229378223419
1694574965.5021281,526,0.4373338520526886
1694574966.307433,532,0.42400965094566345
1694574966.5969403,534,0.43368327617645264
1694574966.7148235,535,0.4407350420951843
1694574967.2529526,537,0.43643900752067566
1694574967.4039526,538,0.44188475608825684
1694574967.8436031,541,0.4172990322113037
1694574968.1253066,543,0.42875245213508606
1694574969.0219412,548,0.4610274136066437
1694574969.13201,549,0.4377143085002899
1694574970.534014,558,0.40294259786605835
1694574970.8475115,560,0.4280978739261627
1694574971.4593854,564,0.42691436409950256
1694574971.5520165,565,0.4223334491252899
1694574971.6736557,566,0.4582553505897522
1694574972.6961415,570,0.424297958612442
1694574973.4498346,574,0.43563926219940186
1694574973.629981,575,0.4492649734020233
1694574974.0962415,578,0.4722411632537842
1694574974.5501812,580,0.4201022684574127
1694574974.681274,581,0.4224006235599518
1694574974.9647412,582,0.4314238727092743
1694574975.1337183,583,0.43084555864334106
1694574975.3745134,584,0.453298956155777
1694574975.4880862,585,0.4591044783592224
1694574975.7492461,587,0.4126758873462677
1694574975.8953958,588,0.46299245953559875
1694574976.7946017,593,0.4150514006614685
1694574976.8965883,594,0.4681282043457031
1694574977.397768,598,0.4024104177951813
1694574978.2726803,601,0.4208144247531891
1694574978.7951214,603,0.44362112879753113
1694574979.976178,609,0.41516533493995667
1694574980.232769,611,0.4309646487236023
1694574981.1917858,616,0.43298694491386414
1694574981.9511094,620,0.45845314860343933
1694574982.1014507,621,0.460806667804718
1694574982.4657412,623,0.46905824542045593
1694574984.8703575,635,0.4385899007320404
1694574986.3699548,642,0.46620917320251465
1694574986.809896,643,0.47543439269065857
1694574987.180569,645,0.4511636793613434
1694574987.3900623,646,0.4582683742046356
1694574987.5201426,647,0.43153613805770874
1694574987.6165175,648,0.46979787945747375
1694574988.0580611,650,0.4470275640487671
1694574988.8544495,653,0.4518699645996094
1694574989.460072,657,0.4586094915866852
1694574989.638436,658,0.44777223467826843
1694574990.275721,662,0.44639700651168823
1694574990.9954584,665,0.463169664144516
1694574991.5380127,669,0.4312747120857239
1694574992.2940154,672,0.46552449464797974
1694574992.4895556,673,0.41510501503944397
1694574992.6392238,674,0.45040878653526306
1694574992.8006923,675,0.481916606426239
1694574992.9475737,676,0.4757341742515564
1694574993.272712,678,0.4624532163143158
1694574993.4734461,679,0.45876234769821167
1694574993.5543149,680,0.3901103138923645
1694574994.3259673,683,0.48458725214004517
1694574994.49108,684,0.4503355026245117
1694574994.5923522,685,0.46494701504707336
1694574995.0631337,687,0.43579980731010437
1694574995.51002,689,0.4602724015712738
1694574995.7018838,690,0.4705165922641754
1694574996.8102741,697,0.46442681550979614
1694574997.620503,700,0.4608546793460846
1694574998.3974233,704,0.45398104190826416
1694574999.2670822,707,0.36926934123039246
