Wall time,Step,Value
1694574894.4896884,6,27.5
1694574894.5577176,7,26.14285659790039
1694574895.1060486,12,24.16666603088379
1694574895.4625218,15,25.33333396911621
1694574895.5768292,16,25.1875
1694574895.849576,19,24.947368621826172
1694574896.1048162,21,26.5238094329834
1694574896.4637353,25,25.68000030517578
1694574897.7896652,37,26.079999923706055
1694574898.2922583,41,25.079999923706055
1694574898.4676647,43,24.920000076293945
1694574898.770563,45,24.600000381469727
1694574898.8415344,46,23.360000610351562
1694574899.0297456,48,23.799999237060547
1694574899.728389,54,25.84000015258789
1694574899.9545298,55,26.760000228881836
1694574900.023674,56,25.84000015258789
1694574900.1134987,57,25.719999313354492
1694574900.2053611,58,25.760000228881836
1694574900.930643,66,26.280000686645508
1694574901.3823824,69,25.920000076293945
1694574901.605863,72,25.68000030517578
1694574901.739644,73,24.959999084472656
1694574901.803353,74,24.079999923706055
1694574902.0665157,75,24.31999969482422
1694574902.800879,80,23.479999542236328
1694574903.7159953,88,26.280000686645508
1694574903.8442307,89,26.239999771118164
1694574904.3836708,95,24.799999237060547
1694574905.3106265,103,22.479999542236328
1694574905.59916,106,21.479999542236328
1694574905.7211492,107,21.399999618530273
1694574906.473746,114,22.719999313354492
1694574906.9711957,117,24.68000030517578
1694574907.1696398,119,26.440000534057617
1694574908.175804,127,28.68000030517578
1694574908.687994,130,30.239999771118164
1694574908.8693256,131,32.959999084472656
1694574909.7261403,140,29.639999389648438
1694574909.944929,142,29.239999771118164
1694574910.049747,143,29.1200008392334
1694574910.2005792,144,29.520000457763672
1694574911.0474033,151,29.31999969482422
1694574911.4822483,156,24.520000457763672
1694574911.7400293,158,25.079999923706055
1694574911.9083068,159,26.920000076293945
1694574912.568442,163,26.1200008392334
1694574913.1726391,168,25.520000457763672
1694574913.324884,169,23.600000381469727
1694574913.6647618,172,24.760000228881836
1694574914.598272,178,30.399999618530273
1694574914.7600176,179,30.399999618530273
1694574915.0398257,181,30.8799991607666
1694574915.399085,184,31.15999984741211
1694574915.6254613,186,32.0
1694574915.7368238,187,31.719999313354492
1694574916.0610635,189,34.31999969482422
1694574916.3646557,191,34.0
1694574916.5396256,192,35.0
1694574917.3510425,199,37.63999938964844
1694574918.4183486,207,32.880001068115234
1694574918.5812988,208,33.84000015258789
1694574918.7320154,209,34.880001068115234
1694574919.5722213,213,40.2400016784668
1694574920.6842456,223,32.68000030517578
1694574920.899542,224,33.20000076293945
1694574921.086517,226,33.47999954223633
1694574921.637393,230,33.47999954223633
1694574922.034813,233,32.36000061035156
1694574922.1843748,234,32.599998474121094
1694574922.2954404,235,30.520000457763672
