Wall time,Step,Value
1693907813.8612628,6,0.4612048268318176
1693907814.569885,7,0.4444552958011627
1693907817.820763,12,0.43845850229263306
1693907819.4502554,15,0.4590085744857788
1693907819.7761538,16,0.40869513154029846
1693907821.8810902,19,0.433065801858902
1693907822.867817,21,0.44887927174568176
1693907825.5008173,25,0.447894811630249
1693907835.2913482,37,0.4484197795391083
1693907838.368458,41,0.41788381338119507
1693907840.5354035,43,0.459259957075119
1693907842.0825884,45,0.4395122528076172
1693907843.1740606,46,0.4471772611141205
1693907844.730699,48,0.42195451259613037
1693907850.1558237,54,0.44714272022247314
1693907851.202562,55,0.42279863357543945
1693907853.1034222,56,0.4452853500843048
1693907853.7845166,57,0.45798131823539734
1693907854.2594624,58,0.4242965579032898
1693907865.2541418,66,0.4434702396392822
1693907867.5061424,69,0.4401843249797821
1693907871.5144572,72,0.4505383372306824
1693907872.6306906,73,0.44637081027030945
1693907874.0817413,74,0.45838984847068787
1693907874.569269,75,0.42512890696525574
1693907879.221321,80,0.42694172263145447
1693907889.1433017,88,0.44247400760650635
1693907889.6866665,89,0.42123642563819885
1693907895.4194643,95,0.3992561995983124
1693907903.6785443,103,0.42865705490112305
1693907907.1484554,106,0.42365673184394836
1693907907.9646652,107,0.4535192847251892
1693907915.0346947,114,0.4580497741699219
1693907917.627835,117,0.4452636241912842
1693907920.492157,119,0.449188232421875
1693907931.6074197,127,0.4558658003807068
1693907935.497143,130,0.4547310471534729
1693907937.2574067,131,0.46429550647735596
1693907948.9621742,140,0.46411988139152527
1693907950.7034154,142,0.4375546872615814
1693907951.9025507,143,0.45551982522010803
1693907953.1456873,144,0.42465972900390625
1693907960.2182152,151,0.4131270945072174
1693907966.0739791,156,0.45539918541908264
1693907968.4352572,158,0.4402470588684082
1693907969.985438,159,0.4455436170101166
1693907976.4593623,163,0.43100184202194214
1693907982.9242463,168,0.45247283577919006
1693907984.644325,169,0.4617914855480194
1693907989.0163722,172,0.4513547122478485
1693907995.643929,178,0.47122499346733093
1693907996.704569,179,0.4348228871822357
1693907998.9739342,181,0.4263010025024414
1693908003.049937,184,0.4354252815246582
1693908007.7093801,186,0.42153432965278625
1693908008.483079,187,0.4254162013530731
1693908010.2914338,189,0.39701196551322937
1693908013.721532,191,0.45325031876564026
1693908015.002871,192,0.4439351260662079
1693908027.1421864,199,0.4392651915550232
1693908041.261784,207,0.45482558012008667
1693908043.1474056,208,0.4480067491531372
1693908045.168842,209,0.45163971185684204
1693908052.6131256,213,0.44964784383773804
1693908065.9466348,223,0.44337016344070435
1693908066.603102,224,0.42212554812431335
1693908069.65996,226,0.4724658131599426
1693908077.7541268,230,0.4556172788143158
1693908081.0176094,233,0.406307190656662
1693908082.1501513,234,0.4398508369922638
1693908084.1534305,235,0.46109017729759216
1693908090.15634,238,0.45052164793014526
1693908110.9099112,250,0.44978657364845276
1693908119.1876276,256,0.4392307996749878
1693908123.5211535,259,0.4592329263687134
1693908127.0699003,261,0.45737236738204956
1693908129.8269935,262,0.4626502990722656
1693908132.8123193,264,0.4669751524925232
1693908138.0137322,268,0.44208794832229614
1693908144.0226257,272,0.44910863041877747
1693908148.5951388,274,0.4707983732223511
1693908157.5025723,279,0.4178979992866516
1693908179.7794673,293,0.452612966299057
1693908189.7844844,298,0.44775286316871643
1693908191.8341703,299,0.46538397669792175
